business_name,website,phone,street,city,state,country,category,rating,reviews,emails,email_count,platform,google_maps_url,source_file
Zien Mechanical,http://www.zienmechanical.com/,(414) 351-8700,2303 W Mill Rd,Glendale,Wisconsin,US,Mechanical contractor,3.5,38,"sales@zienmechanical.com, office@zienmechanical.com",2,Wix,https://www.google.com/maps/search/?api=1&query=Zien%20Mechanical&query_place_id=ChIJIbz8YNwdBYgRsTyat6H3kt8,"Jan 2, 2026"
Blue Ash Educational Building,http://www.blueashchildcare.com/,(513) 891-1723,10149 Kenwood Rd,Cincinnati,Ohio,US,Day care center,3.5,31,"office@blueashchildcare.com, bod@blueashchildcare.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Blue%20Ash%20Educational%20Building&query_place_id=ChIJIfYBLb5TQIgRjEopLKxzAfg,"Jan 5, 2026"
Terry Parkway Learning Center,https://www.llctplc.com/,(504) 366-1962,559 Terry Pkwy,Terrytown,Louisiana,US,Day care center,3.5,15,"tplc@bellsouth.net, your@email.com",2,,https://www.google.com/maps/search/?api=1&query=Terry%20Parkway%20Learning%20Center&query_place_id=ChIJp3d1WxinIIYRtir1bQQKrrE,"Jan 5, 2026"
Nannies As Needed,http://nanniesasneeded.com/,(203) 451-3276,243 Broad St STE 2,Milford,Connecticut,US,Child care agency,3.5,14,"nanniesasneeded@aol.com, name@email.com",2,,https://www.google.com/maps/search/?api=1&query=Nannies%20As%20Needed&query_place_id=ChIJVVVVVYl06IkRM-t5dHgoU3s,"Jan 5, 2026"
House At Pooh Corner,http://www.houseatpoohcornerdaycare.com/,(215) 843-0815,311 E Walnut Ln,Philadelphia,Pennsylvania,US,Day care center,3.5,13,"kim@houseatpoohcornerdaycare.com, will@houseatpoohcornerdaycare.com",2,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=House%20At%20Pooh%20Corner&query_place_id=ChIJv4bRNMq5xokRu-snxeGF51E,"Jan 5, 2026"
C J Fucci Construction Inc,https://www.cjfucci.com/,(203) 469-7487,63 Russell St,New Haven,Connecticut,US,Construction company,3.5,11,"lreopell@cjfucci.com, estimating@cjfucci.com",2,Wix,https://www.google.com/maps/search/?api=1&query=C%20J%20Fucci%20Construction%20Inc&query_place_id=ChIJOe9g0ZzX54kRU8ohKuFFQrk,"Jan 7, 2026"
FedEx Office Print & Ship Center,https://local.fedex.com/en-us/ct/hartford/office-0184?cmp=LOC-1001545-3-1-971-1110000-US-US-EN-GPLCOPYANDPRINT,(860) 233-8245,544 Farmington Ave,Hartford,Connecticut,US,Shipping and mailing service,3.4,124,"usa0184@fedex.com, printandgo@fedex.com",2,,https://www.google.com/maps/search/?api=1&query=FedEx%20Office%20Print%20%26%20Ship%20Center&query_place_id=ChIJM2_Cz7Ks54kR9wy2zZNyAAI,"Jan 2, 2026"
O.G. Croteau Plumbing & Heating,http://www.ogcroteauplumbing.com/,(978) 342-3029,381 Summer St,Fitchburg,Massachusetts,US,Plumber,3.4,71,"ogcroteau@ogcroteauplumbing.com, your@email.com",2,,https://www.google.com/maps/search/?api=1&query=O.G.%20Croteau%20Plumbing%20%26%20Heating&query_place_id=ChIJXb7WtTzm44kRXJ67WuLpU7E,"Jan 2, 2026"
Nathan’s Outdoor Services,https://nathanslawncare.com/,(612) 801-4499,,,,,Landscaper,3.4,62,"proposals@nathansinc.com, nathan@nathanslawncare.com",2,Squarespace,https://www.google.com/maps/search/?api=1&query=Nathan%E2%80%99s%20Outdoor%20Services&query_place_id=ChIJvSps7DTR94cRr9Sy7qmG9wk,"Jan 2, 2026"
Children's Corner Learning Center,https://www.childrenscornergroup.com/our-centers/120-white-plains/,(914) 303-7942,120 Bloomingdale Rd,White Plains,New York,US,Day care center,3.4,18,"info@childrenscornergroup.com, emailinfo@childrenscornergroup.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Children's%20Corner%20Learning%20Center&query_place_id=ChIJBcUpJCWUwokRn8qHkMv5znE,"Jan 5, 2026"
123 Grow Child Center of Worcester,https://123growchildcenter.com/locations/worcester/?utm_source=google&utm_medium=organic&utm_campaign=google_business&utm_content=worcester,(508) 853-1096,134 Burncoat St,Worcester,Massachusetts,US,Day care center,3.4,15,"grow.cori@gmail.com, grow.worcester@gmail.com",2,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=123%20Grow%20Child%20Center%20of%20Worcester&query_place_id=ChIJX9IvlLkH5IkRTXWkv6i9Tlk,"Jan 5, 2026"
Assorted Trim & Door,http://assortedtrimanddoors.com/,(920) 405-0786,,,,,Door supplier,3.4,5,"jv@assortedtrim.com, customerservice@assortedtrim.com",2,Duda,https://www.google.com/maps/search/?api=1&query=Assorted%20Trim%20%26%20Door&query_place_id=ChIJF78ut1P3AogR2IwX5DC02bs,"Jan 2, 2026"
A Happy Day Care,http://www.ahappydaycare.com/,(831) 757-7579,798 Leese Dr,Salinas,California,US,Day care center,3.4,5,"ca831-757-7579ahappydaycare@gmail.com, ahappydaycare@gmail.com",2,,https://www.google.com/maps/search/?api=1&query=A%20Happy%20Day%20Care&query_place_id=ChIJw9sLcC7_jYARRjoNXlQI3jw,"Jan 5, 2026"
Troy Early Childhood Center Too,https://tecc123.com/,(618) 667-9350,803 Americana Ct,Troy,Illinois,US,Day care center,3.4,5,"teccsouth3@yahoo.com, teccst2@gmail.com",2,,https://www.google.com/maps/search/?api=1&query=Troy%20Early%20Childhood%20Center%20Too&query_place_id=ChIJTemF9Iz8dYgR1Xot9G-yFCU,"Jan 5, 2026"
Boston's Bridge to Excellence,http://www.bostonsbridgetoexcellence.org/,(617) 245-8340,53 State St Ste 500,Boston,Massachusetts,US,After school program,3.3,14,"enrollment@bostonsbridgetoexcellence.org, enrollment@bostonsbridgetoexcellence.com",2,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=Boston's%20Bridge%20to%20Excellence&query_place_id=ChIJ_0U1M4h544kRF8CThGXwPZA,"Jan 5, 2026"
Milestones Early Learning & Preschool,http://www.milestoneselp.org/,(303) 280-5880,1650 W 121st Ave,Westminster,Colorado,US,Day care center,3.3,9,"info@milestoneselp.org, items.info@milestoneselp.org",2,Wix,https://www.google.com/maps/search/?api=1&query=Milestones%20Early%20Learning%20%26%20Preschool&query_place_id=ChIJdz58NbV1bIcRCvaI-vJTMKk,"Jan 5, 2026"
Rehoboth Learning Center,https://www.rehobothumc.org/rehoboth-learning-center,(301) 223-6335,16829 Lappans Rd,Williamsport,Maryland,US,Day care center,3.3,7,"office@rehobothumc.org, rlc@myactv.net",2,WordPress,https://www.google.com/maps/search/?api=1&query=Rehoboth%20Learning%20Center&query_place_id=ChIJQcGBzO7zyYkRLfd22JAhbqE,"Jan 5, 2026"
"Colmar Contracting, Inc.",http://www.colmarcontracting.com/,(336) 315-2129,1030 Westside Dr,Greensboro,North Carolina,US,General contractor,3.3,7,"kstone@colmarcontracting.com, ecolamarino@colmarcontracting.com",2,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=Colmar%20Contracting%2C%20Inc.&query_place_id=ChIJhfeJ9CjQJRURYGIKqTbLswE,"Jan 7, 2026"
Children's Paradise,http://www.childrensparadise-inc.com/,(225) 664-2340,8411 Rushing Rd E,Denham Springs,Louisiana,US,Day care center,3.2,24,"sonyabeadle3@gmail.com, admin@childrensparadise-inc.com",2,,https://www.google.com/maps/search/?api=1&query=Children's%20Paradise&query_place_id=ChIJ4XIDF-e-JoYRRLIbvs7l3PA,"Jan 5, 2026"
Yardstick,http://yardstickinc.com/,(401) 942-3399,,,,,Tree service,3.2,20,"yardsticktree@yahoo.com, bobyardstick@gmail.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Yardstick&query_place_id=ChIJL_sMM_FH5IkRprmzI1yKxvM,"Jan 7, 2026"
Our Dreams,http://www.ourdreamschildcare.com/,(254) 235-1976,9901 Panther Way,Woodway,Texas,US,Day care center,3.1,15,"ourdreams@waco.twcbc.com, your@email.com",2,,https://www.google.com/maps/search/?api=1&query=Our%20Dreams&query_place_id=ChIJxe_XlL2HT4YRc94oEyu4jVo,"Jan 5, 2026"
"MEGRYCO, Inc",http://megryco.com/,(508) 830-4646,22 1/2 Whiting St,Plymouth,Massachusetts,US,Real estate developer,3.1,15,"info@megryco.com, info@hellodative.com",2,,https://www.google.com/maps/search/?api=1&query=MEGRYCO%2C%20Inc&query_place_id=ChIJV6eXzWy75IkRr6qkOAqrguk,"Jan 7, 2026"
E C Construction,http://ecrenosparks.com/,(775) 829-4641,4855 Joule St # B8,Reno,Nevada,US,Construction company,3,30,"office@ecrenoparks.com, office@ecrenosparks.com",2,,https://www.google.com/maps/search/?api=1&query=E%20C%20Construction&query_place_id=ChIJJ6HFOAw_mYARyHBcYPlUksQ,"Jan 7, 2026"
Martin's Roofing Dog,http://www.martinsroofingdoginc.com/,(262) 694-4321,7506 22nd Ave,Kenosha,Wisconsin,US,Roofing contractor,3,21,"theroofingdoginc@gmail.com, your@email.com",2,,https://www.google.com/maps/search/?api=1&query=Martin's%20Roofing%20Dog&query_place_id=ChIJaVNqD8pfBYgRNZBn-R1-ynM,"Jan 2, 2026"
Development Center Childsplay,http://www.childsplaydc.com/,(318) 550-4050,1505 Grigsby St,Shreveport,Louisiana,US,Day care center,3,11,"vlars@childsplaydc.com, tstewart.childsplay@gmail.com",2,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=Development%20Center%20Childsplay&query_place_id=ChIJVbOiS7zSNoYRPM1tF9n7wxc,"Jan 5, 2026"
Precision Interior Solutions.Llc,https://amdrywall20.wixsite.com/amdrywallllc,,N 1241 Church St,Lublin,Wisconsin,US,Dry wall contractor,3,2,"amdrywall20@gmail.com, items.amdrywall20@gmail.com",2,Wix,https://www.google.com/maps/search/?api=1&query=Precision%20Interior%20Solutions.Llc&query_place_id=ChIJeUlwI1Qvq1IRs3CGzE3swiM,"Jan 2, 2026"
Legacy Landscaping,https://legacylandscapingllc.com/,(414) 235-3212,,Hales Corners,Wisconsin,US,Landscaper,3,2,"info@legacylandscapingllc.com, daryl@legacylandscapingllc.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Legacy%20Landscaping&query_place_id=ChIJRYJgVGIOBYgRHvD0kevvJkY,"Jan 2, 2026"
Shorty Bear Day Care,http://shortybeardaycare.com/,(805) 216-7769,3520 Las Tunas Pl,Oxnard,California,US,Day care center,3,2,"shrtybear3@gmail.com, webdevel@chris-jason.com",2,,https://www.google.com/maps/search/?api=1&query=Shorty%20Bear%20Day%20Care&query_place_id=ChIJab6Ly-VO6IARI6pgvimPt58,"Jan 5, 2026"
RJ General Contracting,http://rjgeneralcontractingllc.com/,(518) 915-0510,3671 NY-32,Saugerties,New York,US,General contractor,3,2,"rj@rjgeneralcontractingllc.com, statesrj@rjgeneralcontractingllc.com",2,GoDaddy,https://www.google.com/maps/search/?api=1&query=RJ%20General%20Contracting&query_place_id=ChIJUSgwRlKl3YkRZN82Bbjgw4k,"Jan 7, 2026"
SPG Management,http://www.sunpropertygroup.com/,(617) 765-0400,11 Elkins St #250,Boston,Massachusetts,US,General contractor,2.9,66,"construction@sunpropertygroup.com, info@sunpropertygroup.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=SPG%20Management&query_place_id=ChIJp6o8RGN644kRB54WyXSbFko,"Jan 7, 2026"
Kreuser Electric Inc,https://kreuserelectric.com/,(262) 748-5840,6014 28th Ave,Kenosha,Wisconsin,US,Electrician,2.8,6,"walter@kreuserelectric.com, call262-748-5840walter@kreuserelectric.com",2,GoDaddy,https://www.google.com/maps/search/?api=1&query=Kreuser%20Electric%20Inc&query_place_id=ChIJkQpZOhReBYgR2frpZNgWZsc,"Jan 2, 2026"
Ptaschinski Construction Inc,https://servicextc.com/ptaschinski-construction-inc/,(920) 885-3784,W7352 WI-33,Beaver Dam,Wisconsin,US,Concrete contractor,2.6,5,"inthesticksconstruction@gmail.com, jhopkins@engelkefs.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Ptaschinski%20Construction%20Inc&query_place_id=ChIJOfIw9NefBogRZSx0QqWagd0,"Jan 2, 2026"
Little Angels Daycare Inc,http://littleangelsri.com/,(401) 349-0711,83 Waterman Ave,Johnston,Rhode Island,US,Day care center,2.5,28,"program.intake@usda.gov, info@littleangelsri.com",2,,https://www.google.com/maps/search/?api=1&query=Little%20Angels%20Daycare%20Inc&query_place_id=ChIJs7mr4nRG5IkRSaWC6fObY9w,"Jan 5, 2026"
Town of Rochester Highway Department,https://townofrochester.ny.gov/town-departments/highway-department/,(845) 626-7221,50 Scenic Rd,Accord,New York,US,Paving contractor,2.5,2,"noreply@revize.com, webpageupdate_subscribers@revize.com",2,,https://www.google.com/maps/search/?api=1&query=Town%20of%20Rochester%20Highway%20Department&query_place_id=ChIJhQbDwRfg3IkRcPjB5yQ2toU,"Jan 7, 2026"
Oliver Day School Inc,https://www.theoliverdayschool.com/,(401) 434-4434,865 Waterman Ave unit D+G,East Providence,Rhode Island,US,Day care center,2.3,66,"oliverdayschool@gmail.com, oliverdayschoolbarrington@gmail.com",2,,https://www.google.com/maps/search/?api=1&query=Oliver%20Day%20School%20Inc&query_place_id=ChIJaZ6AUaRa5IkR8brA2dm-HsE,"Jan 5, 2026"
Heath Properties,http://www.heathproperties.com/,(617) 266-1168,74 Clarendon St,Boston,Massachusetts,US,Property management company,2,90,"maintenance@heathproperties.com, office@heathproperties.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Heath%20Properties&query_place_id=ChIJ91pCy3J644kRfRSUaVSY-es,"Jan 7, 2026"
KEP Construction,http://kepconstruction.com/,(857) 204-7600,334 Boylston St,Boston,Massachusetts,US,Construction company,2,4,"info@kepconstruction.com, construction857-204-7600info@kepconstruction.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=KEP%20Construction&query_place_id=ChIJ3THX-3R644kRdmZkCXaJkQY,"Jan 7, 2026"
Bolen Custom Home Builders Inc,https://www.bolencustombuilders.com/,(715) 623-3729,701 S Superior St,Antigo,Wisconsin,US,Home builder,2,1,"mjbolen55@bolenrealty.com, emailmjbolen55@bolenrealty.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Bolen%20Custom%20Home%20Builders%20Inc&query_place_id=ChIJJX-aRcfIVE0RPP5WHohgs-Y,"Jan 2, 2026"
Peckham Asphalt Resale Corp.,http://www.peckham.com/,(518) 945-1120,763 Schoharie Turnpike,Athens,New York,US,Asphalt contractor,2,1,"info@dev.peckham.com, info@peckham.com",2,WordPress,https://www.google.com/maps/search/?api=1&query=Peckham%20Asphalt%20Resale%20Corp.&query_place_id=ChIJG68FOoaV3YkRkJIiqGXEPz0,"Jan 7, 2026"
Just Kids Early Childhood Learning Center,https://justkidsschool.com/about-us/,(631) 205-0502,12 Longwood Rd,Middle Island,New York,US,Preschool,1,1,"angelamfurci@justkidseclc.org, emuller@justkidseclc.org",2,WordPress,https://www.google.com/maps/search/?api=1&query=Just%20Kids%20Early%20Childhood%20Learning%20Center&query_place_id=ChIJ7VW0FphE6IkRVeAiV0bMa4s,"Jan 5, 2026"
Little Condors Preschool,https://oxnardcollege.edu/cdc,(805) 678-5801,4000 S Rose Ave,Oxnard,California,US,Preschool,1,1,"ocinfo@vcccd.edu, occdc@vcccd.edu",2,,https://www.google.com/maps/search/?api=1&query=Little%20Condors%20Preschool&query_place_id=ChIJXQktjYtP6IARRT3CoI4wrLw,"Jan 5, 2026"
Eastmont Learning Center,https://www.eastmontcommunitycenter.org/childcare,(323) 726-7998,711 Hoefner Ave,East Los Angeles,California,US,Day care center,1,1,"info@eastmontcommunitycenter.org, lperez@eastmontcommunitycenter.org",2,"WordPress, Wix",https://www.google.com/maps/search/?api=1&query=Eastmont%20Learning%20Center&query_place_id=ChIJpdRUC6XPwoAR3BoLZfBvlQU,"Jan 5, 2026"
Empire Roofing,https://www.empireroofing.com/,(715) 636-0751,812 10th Ave W,Ashland,Wisconsin,US,Roofing contractor,,,"info@empireroofing.com, states817-572-2250info@empireroofing.com",2,Squarespace,https://www.google.com/maps/search/?api=1&query=Empire%20Roofing&query_place_id=ChIJ5adbYjcVqVIRM4a8jAZIzqQ,"Jan 2, 2026"
Roman Builders LLC,https://www.romanbuildersllc.com/contact,(920) 915-0954,538 Kramer Ln,Kimberly,Wisconsin,US,General contractor,,,"romanbuildersllc@gmail.com, items.romanbuildersllc@gmail.com",2,Wix,https://www.google.com/maps/search/?api=1&query=Roman%20Builders%20LLC&query_place_id=ChIJVVUlVSGwA4gRw4hMryTGywc,"Jan 2, 2026"
Upper Valley Waldorf School,http://www.uvws.org/,(802) 296-2496,80 Bluff Rd,Quechee,Vermont,US,Elementary school,,,"loriparent@uvws.org, info@uvws.org",2,Squarespace,https://www.google.com/maps/search/?api=1&query=Upper%20Valley%20Waldorf%20School&query_place_id=ChIJw14HTaDMtEwRj8kfRoYOO_k,"Jan 5, 2026"
Dotties Family Child Care,https://www.dottiesfamilychildcare.com/,(617) 427-6865,8 Gaston St,Dorchester,Massachusetts,US,Family day care service,,,"dorothy568@msn.com, pagedorothy568@msn.com",2,Wix,https://www.google.com/maps/search/?api=1&query=Dotties%20Family%20Child%20Care&query_place_id=ChIJQUn8kQV744kRhmaahg89PwE,"Jan 5, 2026"
Ab's Get it Gone,https://www.absgetitgone.com/,(551) 225-7291,,,,,Demolition contractor,,,"josephblanchard1974@icloud.com, your@email.com",2,,https://www.google.com/maps/search/?api=1&query=Ab's%20Get%20it%20Gone&query_place_id=ChIJv9XPKVwdw4kR_W1BnKWenxA,"Jan 7, 2026"
Prism Painting,https://www.prismpaintusa.com/,(920) 885-9300,107 Elm St,Beaver Dam,Wisconsin,US,Painter,,,"jim@prismpaintusa.com, jim@prisimpaintusa.comwww.prismpaintusa.com",2,Squarespace,https://www.google.com/maps/search/?api=1&query=Prism%20Painting&query_place_id=ChIJSyUaJhGfBogRnV3tLLTgfH8,"Jan 2, 2026"
Geo Carpentry LLC,https://www.geocarpentry.com/,(920) 367-1272,735 E Walnut St # 3,Green Bay,Wisconsin,US,Home builder,,,"admin@geocarpentry.com, u003eadmin@geocarpentry.com",2,,https://www.google.com/maps/search/?api=1&query=Geo%20Carpentry%20LLC&query_place_id=ChIJ49c5Tlf7S4QRbXXNI1H0EvQ,"Jan 2, 2026"
Lukes & Company Landscape LLC,https://klukes87.wixsite.com/lukescompanylandscap,(414) 588-8857,8478 N 50th St,Brown Deer,Wisconsin,US,Landscaper,,,"lukes.company.landscape@gmail.com, contactlukes.company.landscape@gmail.com",2,Wix,https://www.google.com/maps/search/?api=1&query=Lukes%20%26%20Company%20Landscape%20LLC&query_place_id=ChIJjxgXS1DjBIgRvkn-ZSTX1gI,"Jan 2, 2026"
CALEDONIA HWY GARAGE,https://caledonia-wi.gov/highway-0,(262) 835-6425,6922 Nicholson Rd,Caledonia,Wisconsin,US,Garage builder,,,"tripley@caledonia-wi.gov, bsinner@caledonia-wi.gov",2,Drupal,https://www.google.com/maps/search/?api=1&query=CALEDONIA%20HWY%20GARAGE&query_place_id=ChIJHTerjQJrBYgRi2wCghO8M3E,"Jan 2, 2026"
Shilka Flooring,http://www.shilkaflooring.com/,(715) 533-6883,Commonwealth Ave,Eau Claire,Wisconsin,US,Flooring contractor,,,"shilkaflooring@gmail.com, services715-533-6883shilkaflooring@gmail.com",2,Wix,https://www.google.com/maps/search/?api=1&query=Shilka%20Flooring&query_place_id=ChIJqfJVBs67-IcRH-vpVg2LQoE,"Jan 2, 2026"
DK Landscaping and Lawn Care,https://www.dklawnandlandscape.com/contact-8,(608) 333-8766,1224 Leslie Dr,Edgerton,Wisconsin,US,,,,"office@dklawnandlandscape.com, emailoffice@dklawnandlandscape.com",2,Wix,https://www.google.com/maps/search/?api=1&query=DK%20Landscaping%20and%20Lawn%20Care&query_place_id=ChIJsbQnsnwVBogRgqptI-_YDu0,"Jan 2, 2026"
"Double D Builders, L.L.C.",https://doubled.builders/,(608) 751-7132,,,,,Roofing contractor,,,"info@doubled.builders, info@doubled.buildershomeservicesresidential",2,WordPress,https://www.google.com/maps/search/?api=1&query=Double%20D%20Builders%2C%20L.L.C.&query_place_id=ChIJsTg9MfI3BogRloN4KE7K5qg,"Jan 2, 2026"
Divinity Painting LLC,https://divinitypaintingllc.com/,(920) 723-4765,,,,,Painter,,,"gmanfish2003@icloud.com, divinitypaintingllc2025@gmail.com",2,,https://www.google.com/maps/search/?api=1&query=Divinity%20Painting%20LLC&query_place_id=ChIJEbKwsI_GDEsRUbljKs281bw,"Jan 2, 2026"
Badger Snow & Landscape,https://badgersnowandlandscape.com/,(262) 527-1154,"N warehouse/offices, W188N11261 Maple Rd Unit B",Germantown,Wisconsin,US,Snow removal service,,,"badgersnowwi@gmail.com, statesbadgersnowwi@gmail.com",2,GoDaddy,https://www.google.com/maps/search/?api=1&query=Badger%20Snow%20%26%20Landscape&query_place_id=ChIJraa-NQH_BIgRtkNFWoaht1Y,"Jan 2, 2026"
Square One Design,https://www.squareonedesign.biz/,(262) 573-9983,W63N979 Holly Ln,Cedarburg,Wisconsin,US,Furniture maker,,,"lisa@squareonedesign.us, contactbrobst.jlrs@gmail.com",2,"WordPress, Wix",https://www.google.com/maps/search/?api=1&query=Square%20One%20Design&query_place_id=ChIJVVXlzmHlBIgRQEkc_gZ5vtU,"Jan 2, 2026"
Csi Construction Services,https://www.csi-constructionservices.com/about-us/,(608) 846-1575,639 S Main St #103,DeForest,Wisconsin,US,Construction company,,,"csi@inxpress.net, csijohn@inxpress.net",2,,https://www.google.com/maps/search/?api=1&query=Csi%20Construction%20Services&query_place_id=ChIJafbNw5f-BogRD2_SBik-Hao,"Jan 2, 2026"
Brixham Montessori Friends School,http://brixhammontessori.org/,(207) 351-2700,18 Brickyard Ct,York,Maine,US,Elementary school,,,"heidi@brixhammontessori.org, bmfs@brixhammontessori.org",2,Squarespace,https://www.google.com/maps/search/?api=1&query=Brixham%20Montessori%20Friends%20School&query_place_id=ChIJL-cdc6-74okRle7DQv6nhvE,"Jan 5, 2026"
Hartsbrook Waldorf School,http://www.hartsbrook.org/,(413) 586-1908,193 Bay Rd,Hadley,Massachusetts,US,High school,,,"admissions@hartsbrook.org, development@hartsbrook.org",2,WordPress,https://www.google.com/maps/search/?api=1&query=Hartsbrook%20Waldorf%20School&query_place_id=ChIJHaVE5VTQ5okRuzxAPMkBMaM,"Jan 5, 2026"
